domain,query,sample_competitor_position,sample_our_position,ahead_in_sample,competitor_url,our_gsc_position,our_gsc_impressions,target_path,action
ozgurleblebi.com,2026 üzüm fiyatları,11,2,False,https://www.ozgurleblebi.com/Kuru-uzum,3.03,842,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
paradergi.com.tr,erdemli limon fiyatları,11,2,False,https://www.paradergi.com.tr/sektorler/2024/07/15/limon-tarlada-kalinca-fiyati-uctu,5.71,985,/piyasa/erdemli-limon,"Yerel veri akışını onar; piyasa, analiz ve ürün sayfalarının amaçlarını ve iç bağlantılarını ayır."
paradurumu.com,ankara meyve sebze hali fiyatları,10,4,False,https://www.paradurumu.com/finans/2023-ankara-hal-fiyatlari-bugun-ankara-hal-piyasasi-17451,6.8,775,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
paratik.net,bayrampaşa hal fiyatları,12,13,True,https://paratik.net/istanbul-hal-fiyatlari/,3.96,1936,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
parkera.org,bayrampaşa hal fiyatları,8,13,True,https://parkera.org/bayrampasa_sebze-meyve_hali?ln=tr,3.96,1936,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
parkera.org,bayrampaşa meyve sebze hali fiyat listesi,9,,True,https://parkera.org/bayrampasa_sebze-meyve_hali?ln=tr,4.03,1249,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
patatesborsasi.com,patates fiyatları,14,4,False,https://patatesborsasi.com/,7.14,2639,/urun/patates,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
patronlardunyasi.com,limon piyasası,15,6,False,https://www.patronlardunyasi.com/tarlada-kilosu-1-liraya-dusen-limon-iki-yil-sonra-markette-100-lirayi-asti,5.64,4118,/urun/limon,"Çeşit, hal/bahçe ayrımı, kaynaklı tablo ve ilgili Mayer/yerel piyasa bağlantılarını güçlendir."
pazarmap.com,üzüm fiyatları 2026,1,2,True,https://pazarmap.com/uzum-fiyatlari/,3.36,1019,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
portakalbahcem.com,nar fiyatları 2026,13,2,False,https://www.portakalbahcem.com/hicaz-nar-1-kg-nhf002,4.26,1119,/urun/nar,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
royalhali.com,gaziantep hal fiyatları,14,4,False,https://www.royalhali.com/,4.62,1234,/hal/gaziantep-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
rudaw.net,soğan fiyatları,17,4,False,https://www.rudaw.net/turkish/business/250420264,5.73,1212,/urun/sogan-kuru,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
sahibinden.com,adana limon fiyatları,13,6,False,https://www.sahibinden.com/meyve,7.8,4403,/urun/limon,Adana resmi veri akışını doğrula/onar; genel fiyatı Adana fiyatı diye sunma; yerel sayfa veri kapısı sonrası.
sahibinden.com,bayrampaşa hal fiyatları,18,13,False,https://www.sahibinden.com/devren-satilik-is-yeri-sebze-meyve-hali,3.96,1936,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
sahibinden.com,istanbul sebze hali fiyatları,19,8,False,https://www.sahibinden.com/devren-satilik-is-yeri-sebze-meyve-hali,5.24,1023,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
salcalikdomates.com,salçalık domates fiyatları,14,,True,https://www.salcalikdomates.com/,7.93,1828,/urun/domates-salcalik,"Mevcut sayfayı Rio/çeşit, hal-fabrika ayrımı ve veriye dayalı hesap örneğiyle güçlendir."
salihlitb.org.tr,üzüm fiyatları,8,,True,https://www.salihlitb.org.tr/128/uzum-fiyat-verileri,6.1,898,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
samurhalitr.com,ankara hal fiyatları bugün,11,3,False,https://www.samurhalitr.com/Ankara-Hali-Fiyatlari,5.4,1226,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
sebzemeyvedunyasi.com,limon fiyatları,19,5,False,https://www.sebzemeyvedunyasi.com/limon-yatak-kg,5.85,4838,/urun/limon,"Çeşit, hal/bahçe ayrımı, kaynaklı tablo ve ilgili Mayer/yerel piyasa bağlantılarını güçlendir."
sektorgazetesi.com.tr,üzüm fiyatları 2026,3,2,False,https://www.sektorgazetesi.com.tr/taris-kuru-uzum-fiyatini-acikladi-iste-2026-sezonunun-avans-fiyati,3.36,1019,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
sektorgazetesi.com.tr,2026 üzüm fiyatları,5,2,False,https://www.sektorgazetesi.com.tr/taris-kuru-uzum-fiyatini-acikladi-iste-2026-sezonunun-avans-fiyati,3.03,842,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
sochic.com,limon piyasası,18,6,False,https://www.sochic.com/,5.64,4118,/urun/limon,"Çeşit, hal/bahçe ayrımı, kaynaklı tablo ve ilgili Mayer/yerel piyasa bağlantılarını güçlendir."
sokmarket.com.tr,patates fiyatları,13,4,False,https://www.sokmarket.com.tr/patates-kg-p-35919,7.14,2639,/urun/patates,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
sokmarket.com.tr,soğan fiyatları,14,4,False,https://www.sokmarket.com.tr/kuru-sogan-kg-p-32883,5.73,1212,/urun/sogan-kuru,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
superhaber.com,istanbul hal fiyatları bugün,18,9,False,https://www.superhaber.com/etiket/istanbul-hal-fiyatlari,4.19,1052,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
t24.com.tr,limon piyasası,13,6,False,"https://t24.com.tr/ekonomi/ureticiden-1-liraya-alinan-limonun-kilosu-rafta-8-lira,447553",5.64,4118,/urun/limon,"Çeşit, hal/bahçe ayrımı, kaynaklı tablo ve ilgili Mayer/yerel piyasa bağlantılarını güçlendir."
t24.com.tr,adana limon fiyatları,12,6,False,"https://t24.com.tr/ekonomi/ureticiden-limon-tepkisi-tarlada-1-tl-olan-urun-tarim-kredi-marketinde-5-9-lira,983603",7.8,4403,/urun/limon,Adana resmi veri akışını doğrula/onar; genel fiyatı Adana fiyatı diye sunma; yerel sayfa veri kapısı sonrası.
t24.com.tr,mersin limon fiyatları,16,3,False,"https://t24.com.tr/index.php/ekonomi/mersinde-limon-hasadi-basladi,439522",6.54,3343,/piyasa/erdemli-limon,"Yerel veri akışını onar; piyasa, analiz ve ürün sayfalarının amaçlarını ve iç bağlantılarını ayır."
tarim.com.tr,bursa hal fiyatları,8,11,True,https://www.tarim.com.tr/Hal-Fiyatlari.aspx?Ara=%7Cil%7CBursa-Hali%7Cilid%7C4,2.85,1866,/hal/bursa-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
tarim.com.tr,kocaeli hal fiyatları,3,,True,https://www.tarim.com.tr/Hal-Fiyatlari.aspx?Ara=%7Cil%7CKocaeli-Hali%7Cilid%7C14,3.87,1093,/hal/kocaeli-hal-merkez,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
tarim.ibb.istanbul,istanbul hal fiyatları,1,3,True,https://tarim.ibb.istanbul/avrupa-yakasi-hal-mudurlugu/hal-fiyatlari.html,4.3,6157,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
tarim.ibb.istanbul,hal fiyatları,1,12,True,https://tarim.ibb.istanbul/avrupa-yakasi-hal-mudurlugu/hal-fiyatlari.html,7.59,3139,/fiyatlar,Ana sayfa/fiyatlar sorgu sahipliğini incele; şehir bağlantıları ve son veri tarihlerini güçlendir.
tarim.ibb.istanbul,ankara hal fiyatları,6,10,True,https://tarim.ibb.istanbul/avrupa-yakasi-hal-mudurlugu/hal-fiyatlari.html,4.67,2981,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
tarim.ibb.istanbul,bayrampaşa hal fiyatları,4,13,True,https://tarim.ibb.istanbul/avrupa-yakasi-hal-mudurlugu/hal-fiyatlari.html,3.96,1936,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
tarim.ibb.istanbul,ankara hal fiyatları bugün,6,3,False,https://tarim.ibb.istanbul/avrupa-yakasi-hal-mudurlugu/hal-fiyatlari.html,5.4,1226,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
tarim.ibb.istanbul,bayrampaşa meyve sebze hali fiyat listesi,4,,True,https://tarim.ibb.istanbul/avrupa-yakasi-hal-mudurlugu/hal-fiyatlari.html,4.03,1249,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
tarim.ibb.istanbul,nar fiyatları 2026,15,2,False,https://tarim.ibb.istanbul/avrupa-yakasi-hal-mudurlugu/hal-fiyatlari.html,4.26,1119,/urun/nar,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
tarim.ibb.istanbul,istanbul hal fiyatları bugün,1,9,True,https://tarim.ibb.istanbul/avrupa-yakasi-hal-mudurlugu/hal-fiyatlari.html,4.19,1052,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
tarim.ibb.istanbul,istanbul sebze hali fiyatları,1,8,True,https://tarim.ibb.istanbul/avrupa-yakasi-hal-mudurlugu/hal-fiyatlari.html,5.24,1023,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
tarim.ibb.istanbul,ankara meyve sebze hali fiyatları,6,4,False,https://tarim.ibb.istanbul/avrupa-yakasi-hal-mudurlugu/hal-fiyatlari.html,6.8,775,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
tarimdunyasi.net,2026 üzüm fiyatları,3,2,False,https://www.tarimdunyasi.net/taris-kuru-uzume-brut-80-lira-avans-fiyat-acikladi/,3.03,842,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
tarimorman.gov.tr,patates fiyatları,15,4,False,https://www.tarimorman.gov.tr/BUGEM/Belgeler/Tar%C4%B1m%20Havzalar%C4%B1/2026%20Y%C4%B1l%C4%B1%20Destekleme%20Birim%20Fiyatlar%C4%B1.pdf,7.14,2639,/urun/patates,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
tarimorman.gov.tr,soğan fiyatları,19,4,False,https://www.tarimorman.gov.tr/BUGEM/Belgeler/Tar%C4%B1m%20Havzalar%C4%B1/2025%20Y%C4%B1l%C4%B1%20Destekleme%20Birim%20Fiyatlar%C4%B1--.pdf,5.73,1212,/urun/sogan-kuru,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
tarimorman.gov.tr,nar fiyatları 2026,19,2,False,https://www.tarimorman.gov.tr/BUGEM/Belgeler/Tar%C4%B1m%20Havzalar%C4%B1/2026%20Y%C4%B1l%C4%B1%20Destekleme%20Birim%20Fiyatlar%C4%B1.pdf,4.26,1119,/urun/nar,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
tarimorman.gov.tr,üzüm fiyatları,11,,True,https://www.tarimorman.gov.tr/Haber/6738/Tmonun-Cekirdeksiz-Kuru-Uzum-Alim-Fiyati-120-Lira-Olarak-Belirlendi,6.1,898,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
tarimtv.gov.tr,patates fiyatları,12,4,False,https://www.tarimtv.gov.tr/tr/video-detay/patates-fiyatlar-de-geti-3990,7.14,2639,/urun/patates,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
tarimziraat.com,limon fiyatları,1,5,True,"https://www.tarimziraat.com/fiyat/mersin_limon_fiyatlari-b33,30.html",5.85,4838,/urun/limon,"Çeşit, hal/bahçe ayrımı, kaynaklı tablo ve ilgili Mayer/yerel piyasa bağlantılarını güçlendir."
tarimziraat.com,limon piyasası,1,6,True,https://www.tarimziraat.com/fiyat/limon_fiyatlari-a30.html,5.64,4118,/urun/limon,"Çeşit, hal/bahçe ayrımı, kaynaklı tablo ve ilgili Mayer/yerel piyasa bağlantılarını güçlendir."
tarimziraat.com,adana limon fiyatları,1,6,True,"https://www.tarimziraat.com/fiyat/adana_limon_fiyatlari-b1,30.html",7.8,4403,/urun/limon,Adana resmi veri akışını doğrula/onar; genel fiyatı Adana fiyatı diye sunma; yerel sayfa veri kapısı sonrası.
tarimziraat.com,mersin limon fiyatları,1,3,True,"https://www.tarimziraat.com/fiyat/mersin_limon_fiyatlari-b33,30.html",6.54,3343,/piyasa/erdemli-limon,"Yerel veri akışını onar; piyasa, analiz ve ürün sayfalarının amaçlarını ve iç bağlantılarını ayır."
tarimziraat.com,patates fiyatları,3,4,True,https://www.tarimziraat.com/fiyat/patates_fiyatlari-a10.html,7.14,2639,/urun/patates,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
tarimziraat.com,kahramanmaraş hal fiyatları,18,4,False,"https://www.tarimziraat.com/fiyat/kahramanmaras_salatalik_fiyatlari-b46,21.html",2.89,1736,/hal/kahramanmaras-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
tarimziraat.com,salçalık domates fiyatları,13,,True,"https://www.tarimziraat.com/fiyat/kayseri_domates_fiyatlari-b38,20.html",7.93,1828,/urun/domates-salcalik,"Mevcut sayfayı Rio/çeşit, hal-fabrika ayrımı ve veriye dayalı hesap örneğiyle güçlendir."
tarimziraat.com,denizli hal fiyatları,11,6,False,"https://www.tarimziraat.com/fiyat/denizli_mandalina_fiyatlari-b20,626.html",3.21,1348,/hal/denizli-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
tarimziraat.com,adana mayer limon fiyatları,1,,True,"https://www.tarimziraat.com/fiyat/adana_limon_fiyatlari-b1,30.html",7.84,1358,/urun/limon-mayer,Mevcut Mayer sayfasında Adana veri kapsamını açıklayan içerik; yerel seri tamamlanınca şehir sayfası.
tarimziraat.com,soğan fiyatları,2,4,True,https://www.tarimziraat.com/fiyat/kuru_sogan_fiyatlari-a1.html,5.73,1212,/urun/sogan-kuru,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
tarimziraat.com,ankara hal fiyatları bugün,18,3,False,"https://www.tarimziraat.com/fiyat/ankara_kuru_sogan_fiyatlari-b6,1~2.html",5.4,1226,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
tarimziraat.com,nar fiyatları 2026,1,2,True,https://www.tarimziraat.com/fiyat/nar_fiyatlari-a73.html,4.26,1119,/urun/nar,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
tarimziraat.com,erdemli limon fiyatları,1,2,True,"https://www.tarimziraat.com/fiyat/mersin_limon_fiyatlari-b33,30.html",5.71,985,/piyasa/erdemli-limon,"Yerel veri akışını onar; piyasa, analiz ve ürün sayfalarının amaçlarını ve iç bağlantılarını ayır."
tarimziraat.com,üzüm fiyatları,12,,True,"https://www.tarimziraat.com/fiyat/manisa_uzum_fiyatlari-b45,62.html",6.1,898,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
tarimziraat.com,2026 üzüm fiyatları,1,2,True,https://tarimziraat.com/fiyat/uzum_fiyatlari-a62.html,3.03,842,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
tarsusmersin.com,mersin hal fiyatları,6,9,True,https://tarsusmersin.com/hal-fiyatlari/,8.46,2051,/hal/mersin-hal,Son kaynak tarihi 22 Haziran; yeni yazıdan önce güncel resmi kaynak ve ETL sorununu çöz.
tarsustb.tobb.org.tr,mersin hal fiyatları,8,9,True,https://tarsustb.tobb.org.tr/B%C3%BClten/HalFiyatlar%C4%B1/tabid/17906/Default.aspx,8.46,2051,/hal/mersin-hal,Son kaynak tarihi 22 Haziran; yeni yazıdan önce güncel resmi kaynak ve ETL sorununu çöz.
tazedukkan.com.tr,salçalık domates fiyatları,6,,True,https://www.tazedukkan.com.tr/organil-rio-salcalik-domates-5-kg-urun1708.html,7.93,1828,/urun/domates-salcalik,"Mevcut sayfayı Rio/çeşit, hal-fabrika ayrımı ve veriye dayalı hesap örneğiyle güçlendir."
tazemasa.com,mersin limon fiyatları,7,3,False,https://www.tazemasa.com/limon-mersin-kg-25,6.54,3343,/piyasa/erdemli-limon,"Yerel veri akışını onar; piyasa, analiz ve ürün sayfalarının amaçlarını ve iç bağlantılarını ayır."
tekirdag.bel.tr,hal fiyatları,16,12,False,https://www.tekirdag.bel.tr/hal_fiyat_gunluk,7.59,3139,/fiyatlar,Ana sayfa/fiyatlar sorgu sahipliğini incele; şehir bağlantıları ve son veri tarihlerini güçlendir.
tekirdag.bel.tr,bayrampaşa meyve sebze hali fiyat listesi,16,,True,https://www.tekirdag.bel.tr/hal_fiyat_gunluk,4.03,1249,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
tekirdag.bel.tr,ankara meyve sebze hali fiyatları,18,4,False,https://www.tekirdag.bel.tr/hal_fiyat_liste_detay/186,6.8,775,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
telgraf.net,gaziantep hal fiyatları,11,4,False,https://telgraf.net/haber/25365121/gaziantep-hal-fiyatlari-fiyatlari-belli-oldu-30062025,4.62,1234,/hal/gaziantep-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
ticarihayat.com,2026 üzüm fiyatları,13,2,False,https://www.ticarihayat.com/taris-uzum-alim-fiyatini-ve-surec-takvimini-acikladi,3.03,842,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
tkkoop.com.tr,soğan fiyatları,10,4,False,https://www.tkkoop.com.tr/urun/kuru-sogan-kg,5.73,1212,/urun/sogan-kuru,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
tmo.gov.tr,üzüm fiyatları,4,,True,https://www.tmo.gov.tr/Upload/Document/KUzum/Ualimfiyat2022.pdf,6.1,898,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
tr.pandora.net,istanbul hal fiyatları,18,3,False,https://tr.pandora.net/,4.3,6157,/hal/istanbul-hal-ibb,Aynı hal sayfasında Bayrampaşa fiyat listesi başlığı ve güncel satırları önce göster; kopya URL açma.
tr.tradingeconomics.com,patates fiyatları,5,4,False,https://tr.tradingeconomics.com/commodity/potatoes,7.14,2639,/urun/patates,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
trendyol.com,nar fiyatları 2026,6,2,False,https://www.trendyol.com/nar-aksesuar-x-b143475-c27,4.26,1119,/urun/nar,Mevcut açılış sayfasında niyet ve veri kapsamı incelemesi.
turkhavadis.com,ankara hal fiyatları,9,10,True,https://www.turkhavadis.com/ankara-hal-fiyatlari-aciklandi-semizotu-300-tlye-dayandi-biber-230-tl,4.67,2981,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
turkhavadis.com,ankara meyve sebze hali fiyatları,8,4,False,https://www.turkhavadis.com/ankara-halde-meyve-fiyatlari-aciklandi-cilek-ve-kestane-zirvede,6.8,775,/hal/ankara-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
tzob.org.tr,limon piyasası,20,6,False,https://www.tzob.org.tr/2022-yili-ve-aralik-ayi-uretici-ile-market-fiyatlari/,5.64,4118,/urun/limon,"Çeşit, hal/bahçe ayrımı, kaynaklı tablo ve ilgili Mayer/yerel piyasa bağlantılarını güçlendir."
ulasav.csb.gov.tr,kayseri hal fiyatları,6,8,True,https://ulasav.csb.gov.tr/dataset/38-kayseri-hal-fiyat-listesi,6.22,2306,/hal/kayseri-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
urfanatik.com,salçalık domates fiyatları,20,,True,https://www.urfanatik.com/sanliurfada-salcalik-domatesin-fiyati-aciklandi-kilosu-kac-lira,7.93,1828,/urun/domates-salcalik,"Mevcut sayfayı Rio/çeşit, hal-fabrika ayrımı ve veriye dayalı hesap örneğiyle güçlendir."
vietnam.vn,limon piyasası,16,6,False,https://www.vietnam.vn/tr/diem-bao-nganh-cong-thuong-ngay-16-4-2026,5.64,4118,/urun/limon,"Çeşit, hal/bahçe ayrımı, kaynaklı tablo ve ilgili Mayer/yerel piyasa bağlantılarını güçlendir."
yaylahaber.com.tr,adana limon fiyatları,17,6,False,https://www.yaylahaber.com.tr/limon-ithalatinda-gumruk-vergisi-yuzde-10a-dusuruldu,7.8,4403,/urun/limon,Adana resmi veri akışını doğrula/onar; genel fiyatı Adana fiyatı diye sunma; yerel sayfa veri kapısı sonrası.
yazdin.com,bursa hal fiyatları,14,11,False,https://www.yazdin.com/bursa-hal-fiyatlari-hikmet-sahin-kent-hal-fiyat-listesi/,2.85,1866,/hal/bursa-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
yenibakishaber.com,üzüm fiyatları 2026,5,2,False,https://www.yenibakishaber.com/ciftci-sen-uzumde-verim-artti-uretici-fiyatlardan-memnun-degil,3.36,1019,/urun/uzum,"Taze/kuru üzüm niyetini ayır; mevcut hedefi koru, çeşide ve kaynağa bağlı açıklama ekle."
yenikonya.com.tr,konya hal fiyatları,5,18,True,https://www.yenikonya.com.tr/konya/konya_hal_fiyatlari_2025-1947893,2.74,1949,/hal/konya-hal,"Google mevcut hedefini kontrol et; veri tarihi, liste sırası ve sorguya uygun açıklamayı güçlendir."
